Dataset,BIOME,Species,GrowthForm,Decid_Evergreen,Needle_Broadleaf,C3C4,N2_fixer,logLL,logLMA,logNmass,logPmass,logAmass,logRdmass
MidgelySA_Umtiza,WLAND,Trichocladus ellipticus,T,,B,C3,N,,2.22,0.163,,,
MidgelySA_Umtiza,WLAND,Umtiza listeriana,T,,B,C3,Y,,1.94,0.475,,,
MidgelySA_Umtiza,WLAND,Vepris undulata,T,,B,C3,N,,1.8,0.574,,,
MidgelySA_Umtiza,WLAND,Zanthoxylum capense,T,,B,C3,N,,1.94,0.427,,,
Miyazawa_Chiba_M,TEMP_FOR,Castanopsis sieboldii,T,E,B,C3,N,,2.19,0.255,,2.01,0.65
Miyazawa_Chiba_M,TEMP_FOR,Quercus myrsinaefolia,T,E,B,,N,,2.13,0.322,,2.02,0.95
Miyazawa_Chiba_M,TEMP_FOR,Machilus thunbergii,T,E,B,,N,,2.1,0.204,,2.02,0.75
Miyazawa_Chiba_M,TEMP_FOR,Neolitsea sericea,T,E,B,C3,N,,2.08,0.23,,1.82,0.52
Mooney_etal_81_desert,DESERT,Abronia villosa,H,,B,,N,,1.85,0.699,,2.65,
Mooney_etal_81_desert,DESERT,Malvastrum rotundifolium,H,,B,,N,,1.84,0.642,,2.67,
Mooney_etal_81_desert,DESERT,Geraea canescens,H,,B,,N,,1.82,0.732,,2.65,
Mooney_etal_81_desert,DESERT,Camissonia claviformis,H,,B,,N,,1.89,0.549,,2.61,
Mooney_etal_81_desert,DESERT,Camissonia brevipes,H,,B,,N,,1.87,0.436,,2.55,
Mooney_etal_81_old-field,GRASS/M,Abutilon theophrastii,H,,B,,N,,1.6,0.594,,2.54,
Mooney_etal_81_old-field,GRASS/M,Ambrosia trifida,H,,B,,N,,1.74,0.644,,2.59,
Mooney_etal_81_old-field,GRASS/M,Chenopodium album,H,,B,C3,N,,1.82,0.581,,2.53,
Mooney_etal_81_old-field,GRASS/M,Polygonum pensylvanicum,H,,B,,N,,1.77,0.442,,2.44,
Mooney_etal83_Jonk_Mtn,TEMP_FOR,Protea repens,S,E,,,N,,2.37,0.137,,1.73,0.63
Mooney_etal83_Jonk_Mtn,TEMP_FOR,Protea neriifolia,S,E,,,N,,2.35,0.037,,1.55,0.35
Mooney_etal83_Jonk_Mtn,TEMP_FOR,Protea nitida,S,E,,,N,,2.4,0.013,,1.44,0.5
Mooney_etal83_Jonk_Mtn,TEMP_FOR,Protea acaulos,S,E,,,N,,2.24,0.097,,1.44,0.66
Mooney_etal83_Jonk_Mtn,TEMP_FOR,Maytenus oleodes,S,E,B,C3,N,,2.26,0.117,,1.6,0.59
Mooney_etal83_Jonk_Mtn,TEMP_FOR,Rhus tomentosa,S,E,B,C3,N,,2.28,0.079,,1.59,
Mulkey9193_BCI_Panama,TROP_RF,Calathea inocephala,H,E,,,N,1.41,1.69,0.238,,1.83,
Mulkey9193_BCI_Panama,TROP_RF,Pleiostachya pruinoisa,H,E,,,N,1,1.63,0.182,,2.17,
Mulkey9193_BCI_Panama,TROP_RF,Psychotria furcata,S,E,,,N,1.08,1.64,0.322,,1.91,
Mulkey9193_BCI_Panama,TROP_RF,Psychotria marginata,S,E,,,N,1.56,1.9,0.13,,1.88,
Mulkey9193_BCI_Panama,TROP_RF,Psychotria limonensis,S,E,,,N,1.56,1.78,0.176,,1.88,
Nelson_etal_Texas,WLAND,Berberis trifoliolata,S,E,,,N,0.97,2.21,0.114,,,
Nelson_etal_Texas,WLAND,Condalia hookeri,S,E,,,N,0.72,1.84,0.38,,,
Nelson_etal_Texas,WLAND,Diospyros texana,S,D,,,N,0.59,1.87,0.322,,,
Nelson_etal_Texas,WLAND,Prosopis glandulosa,T,D,,,Y,0.83,1.97,0.447,,,
Nelson_etal_Texas,WLAND,Zanthoxylum fagra,S,E,,,N,0.58,1.89,0.362,,,
Nelson_etal_Texas,WLAND,Ziziphus obtusifolia,S,D,,,N,0.34,2.15,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Acer platanoides,T,D,B,C3,N,,1.68,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Alnus glutinosa,T,D,,,Y,,1.89,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Alnus incana,T,D,B,C3,Y,,1.83,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Amelanchier spicata,S,D,,,,,1.71,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Andromeda polifolia,S,E,B,C3,N,,2.12,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Aronia melanocarpa,S,D,B,C3,N,,2.03,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Berberis vulgaris,S,D,,,N,,1.88,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Betula humilis,S,D,,,,,1.91,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Betula nana,S,D,B,C3,N,,2.03,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Betula pendula,T,D,,,N,,1.88,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Betula pubescens,T,D,B,C3,N,,1.8,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Cerasus vulgaris,T,D,,,,,1.43,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Chamaedaphne calyculata,S,D,B,C3,N,,2.01,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Corylus avellana,S,D,,,N,,1.57,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Cotoneaster interrigimus,S,D,,,,,1.73,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Crataegus curvisepala,S,D,,,,,1.94,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Crataegus monogyna,S,D,B,C3,N,,2.04,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Daphne mezereum,S,D,,,,,1.49,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Euonymus europaeus,S,D,,,,,1.71,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Frangula alnus,S,D,,,,,1.42,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Fraxinus excelsior,T,D,,,N,,1.92,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Grossularia reclinata,S,D,,,,,1.46,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Juniperus communis,S,E,N,C3,N,,1.98,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Ledum palustre,S,E,,,N,,1.86,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Lonicera baltica,S,D,,,,,1.87,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Lonicera xylosteum,S,D,,,,,1.6,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Malus domestica,T,D,,,,,1.59,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Malus sylvestris,T,D,,,N,,1.71,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Myrica gale,S,D,,,,,1.99,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Padus avium,T,D,,,,,1.59,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Pentaphylloides fruticosa,S,D,,,,,1.69,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Physocarpus opulifolius,S,D,,,,,1.61,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Populus tremula,T,D,B,C3,N,,1.94,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Prunus spinosa,S,D,B,C3,N,,1.76,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Pyrus pyraster,T,D,,,,,1.95,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Quercus robur,T,D,,,N,,1.78,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Rhamnus cathartica,S,D,B,C3,,,1.81,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Ribes alpinum,S,D,,,,,1.8,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Ribes nigrum,S,D,,,N,,1.76,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Ribes rubrum,S,D,,,N,,1.48,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Ribes spicatum,S,D,B,C3,N,,1.42,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Rosa caesia,S,D,,,,,1.92,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Rosa canina,S,D,,,,,1.97,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Rosa ciesielski,S,D,,,,,2.03,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Rosa dumalis,S,D,,,,,1.95,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Rosa glauca,S,D,,,,,1.96,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Rosa majalis,S,D,,,,,1.71,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Rosa mollis,S,D,,,,,1.89,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Rosa rugosa,S,D,,,,,2.08,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Rosa spinisissima,S,D,,,,,1.86,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Rosa subcanina,S,D,,,,,2.02,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Rubus idaeus,S,D,,,,,1.57,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Salix acutifolia,T,D,,,N,,1.76,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Salix alba,T,D,,,N,,2,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Salix alba fraxinus,T,D,,,N,,1.89,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Salix aurita,S,D,,,N,,1.92,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Salix aurita cinerea,S,D,,,N,,1.99,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Salix caprea,T,D,,,N,,1.78,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Salix cinerea,S,D,,,N,,2,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Salix daphnoides,T,D,,,N,,1.97,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Salix dasyclados,S,D,,,N,,1.97,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Salix dasyclados phylicifolia,S,D,,,N,,2.05,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Salix fragilus,T,D,B,C3,N,,2.06,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Salix lapponum,S,D,B,C3,N,,2.01,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Salix myrsinifolia,S,D,,,,,1.88,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Salix myrtilloides,S,D,,,,,1.82,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Salix pentandra,T,D,,,,,1.84,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Salix phylicifolia,S,D,,,,,1.99,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Salix purpurea,S,D,,,,,2.02,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Salix rosmarinifolia,S,D,,,,,2.02,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Salix starkeana,S,D,,,,,1.93,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Salix triandra,S,D,,,,,1.92,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Salix viminalis,S,D,,,,,1.88,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Sambucus nigra,S,D,,,N,,1.74,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Sambucus racemosa,S,D,,,,,1.68,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Sorbaria sorbifolia,S,D,,,,,1.61,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Sorbus aria,T,D,,,,,1.93,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Sorbus aucuparia,T,D,B,C3,,,1.82,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Sorbus intermedia,T,D,,,,,1.92,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Swida sanguinea,S,D,,,,,1.67,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Syringa vulgaris,S,D,,,,,1.81,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Taxus baccata,T,E,,,N,,1.89,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Tilia cordata,T,D,B,C3,N,,1.41,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Ulmus glabra,T,D,,,N,,1.59,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Ulmus laevis,T,D,,,,,1.72,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Vaccinium myrtillus,S,D,B,C3,N,,1.6,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Vaccinium uliginosum,S,D,B,C3,N,,1.76,,,,
Niinemets_Kull94_Estonia,TEMP_FOR,Viburnum opulus,S,D,,,N,,1.76,,,,
Niinemets_Kull98_Tartu,TEMP_FOR,Populus tremula,T,D,B,C3,N,,2.01,0.332,,,
Niinemets_Kull98_Tartu,TEMP_FOR,Fraxinus excelsior,T,D,,,N,,1.9,0.26,,,
Niinemets_Kull98_Tartu,TEMP_FOR,Corylus avellana,S,D,,,N,,1.73,0.312,,,
Niinemets_Kull98_Tartu,TEMP_FOR,Tilia cordata,T,D,B,C3,N,,1.88,0.377,,,
Nitta_Chiba_N,TEMP_FOR,Castanopsis sieboldii,T,E,B,C3,N,1.48,,,,,
Nitta_Chiba_N,TEMP_FOR,Quercus salicina,T,E,B,,N,1.38,,,,,
Nitta_Chiba_N,TEMP_FOR,Quercus acuta,T,E,B,C3,N,1.54,,,,,
Nitta_Chiba_N,TEMP_FOR,Machilus thunbergii,T,E,B,,N,1.32,,,,,
Nitta_Chiba_N,TEMP_FOR,Neolitsea sericea,T,E,B,C3,N,1.52,,,,,
Nitta_Chiba_N,TEMP_FOR,Cinnamomum japonicum,T,E,B,C3,N,1.75,,,,,
Nitta_Chiba_N,TEMP_FOR,Myrsine seguinii,T,E,B,,N,1.71,,,,,
Nitta_Chiba_N,TEMP_FOR,Symplocos prunifolia,T,E,B,,N,1.26,,,,,
Nitta_Chiba_N,TEMP_FOR,Illicium anisatum,T,E,B,C3,N,1.44,,,,,
Nitta_Chiba_N,TEMP_FOR,Cleyera japonica,T,E,B,C3,N,1.48,,,,,
Nitta_Chiba_N,TEMP_FOR,Eurya japonica,T,E,B,,N,1.48,,,,,
Olivares_Caracas_Venezuela,TROP_FOR,Astronium graveolens,T,D,B,C3,N,0.94,1.77,0.422,-0.856,,
Olivares_Caracas_Venezuela,TROP_FOR,Bauhinia megalandra,T,D,B,C3,Y,0.98,1.47,0.495,-0.683,,
Olivares_Caracas_Venezuela,TROP_FOR,Bursera simaruba,T,D,B,C3,N,0.95,1.7,0.432,-0.738,,
Olivares_Caracas_Venezuela,TROP_FOR,Capparis flexuosa,T,E,B,C3,N,1.08,1.95,0.518,-0.769,,
Olivares_Caracas_Venezuela,TROP_FOR,Erythroxylum cumanense,T,D,B,C3,N,0.97,1.82,0.493,-0.801,,
Olivares_Caracas_Venezuela,TROP_FOR,Erythroxylum densum,T,,B,C3,N,1.08,1.88,0.42,-0.918,,
Olivares_Caracas_Venezuela,TROP_FOR,Erythroxylum orinocense,T,D,B,C3,N,0.94,1.69,0.452,-0.819,,
Olivares_Caracas_Venezuela,TROP_FOR,Eugenia caseariodes,T,E,B,C3,N,0.98,1.81,0.46,-0.64,,
Olivares_Caracas_Venezuela,TROP_FOR,Sapindus saponaria,T,D,B,C3,N,0.98,1.71,0.452,-0.846,,
Olivares_Caracas_Venezuela,TROP_FOR,Tabebuia chrysantha,T,D,B,C3,N,0.95,1.65,0.454,-0.785,,
Osada_Thomas_Pasoh,TROP_RF,Chionanthus sp1,T,E,B,C3,N,1.17,2.03,0.215,,,
Osada_Thomas_Pasoh,TROP_RF,Diplospora malaccensis,T,E,B,C3,N,1.35,2.03,0.364,,,
Osada_Thomas_Pasoh,TROP_RF,Dipterocarpus sublamellatus,T,E,B,C3,N,1.11,2.13,0.212,,,
Osada_Thomas_Pasoh,TROP_RF,Elateriospermum tapos,T,E,B,C3,N,1.06,2.06,0.228,,,
Osada_Thomas_Pasoh,TROP_RF,Eugenia rugosa,T,E,B,C3,N,1.37,2.2,0.072,,,
Osada_Thomas_Pasoh,TROP_RF,Ganua sp1,T,E,B,C3,N,1.27,2.3,0.148,,,
Osada_Thomas_Pasoh,TROP_RF,Homalium dictyoneurum,T,E,B,C3,N,1.54,1.91,0.275,,,
Osada_Thomas_Pasoh,TROP_RF,Macaranga lowii,T,E,B,C3,N,1.28,1.9,0.19,,,
